iso3,iso2,m49,source,group_type,group_code,group_name
LIE,LI,438,un_sdg,region,1,World (total) by continental regions
LIE,LI,438,world_bank,income_level,HIC,High income
LIE,LI,438,world_bank,lending_type,LNX,World Bank lending type: Not classified
LIE,LI,438,world_bank,region,ECS,Europe & Central Asia
LKA,LK,144,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
LKA,LK,144,oecd_dac,oda_recipient_group,10018,LMICs
LKA,LK,144,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
LKA,LK,144,oecd_dac,wb_income_hint,WB-LM,World Bank lower middle income (WB-LM)
LKA,LK,144,un_m49,global,1,World
LKA,LK,144,un_m49,region,142,Asia
LKA,LK,144,un_m49,sub_region,34,Southern Asia
LKA,LK,144,un_sdg,region,142,Asia
LKA,LK,144,un_sdg,region,62,Central and Southern Asia
LKA,LK,144,un_sdg,region,515,Developing regions
LKA,LK,144,un_sdg,region,34,Southern Asia
LKA,LK,144,un_sdg,region,1,World (total) by MDG regions
LKA,LK,144,un_sdg,region,1,World (total) by SDG regions
LKA,LK,144,un_sdg,region,1,World (total) by continental regions
LKA,LK,144,world_bank,income_level,LMC,Lower middle income
LKA,LK,144,world_bank,lending_type,IDX,International Development Association (IDA)
LKA,LK,144,world_bank,region,SAS,South Asia
LSO,LS,426,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
LSO,LS,426,oecd_dac,oda_recipient_group,10016,LDCs
LSO,LS,426,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
LSO,LS,426,oecd_dac,wb_income_hint,WB-LM,World Bank lower middle income (WB-LM)
LSO,LS,426,un_m49,global,1,World
LSO,LS,426,un_m49,intermediate_region,18,Southern Africa
LSO,LS,426,un_m49,region,2,Africa
LSO,LS,426,un_m49,special_group,LLDC,Landlocked Developing Countries (LLDC)
LSO,LS,426,un_m49,special_group,LDC,Least Developed Countries (LDC)
LSO,LS,426,un_m49,sub_region,202,Sub-Saharan Africa
LSO,LS,426,un_sdg,region,2,Africa
LSO,LS,426,un_sdg,region,515,Developing regions
LSO,LS,426,un_sdg,region,927,LDC Africa
LSO,LS,426,un_sdg,region,923,LLDC Africa
LSO,LS,426,un_sdg,region,432,Land Locked Developing Countries (LLDC)
LSO,LS,426,un_sdg,region,199,Least Developed Countries (LDC)
LSO,LS,426,un_sdg,region,18,Southern Africa
LSO,LS,426,un_sdg,region,202,Sub-Saharan Africa
LSO,LS,426,un_sdg,region,738,Sub-Saharan Africa (inc. Sudan)
LSO,LS,426,un_sdg,region,1,World (total) by MDG regions
LSO,LS,426,un_sdg,region,1,World (total) by SDG regions
LSO,LS,426,un_sdg,region,1,World (total) by continental regions
LSO,LS,426,world_bank,income_level,LMC,Lower middle income
LSO,LS,426,world_bank,lending_type,IDX,International Development Association (IDA)
LSO,LS,426,world_bank,region,SSF,Sub-Saharan Africa
LTU,LT,440,un_m49,global,1,World
LTU,LT,440,un_m49,region,150,Europe
LTU,LT,440,un_m49,sub_region,154,Northern Europe
LTU,LT,440,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
LTU,LT,440,un_sdg,region,150,Europe
LTU,LT,440,un_sdg,region,513,Europe and Northern America
LTU,LT,440,un_sdg,region,154,Northern Europe
LTU,LT,440,un_sdg,region,1,World (total) by MDG regions
LTU,LT,440,un_sdg,region,1,World (total) by SDG regions
LTU,LT,440,un_sdg,region,1,World (total) by continental regions
LTU,LT,440,world_bank,income_level,HIC,High income
LTU,LT,440,world_bank,lending_type,LNX,World Bank lending type: Not classified
LTU,LT,440,world_bank,region,ECS,Europe & Central Asia
LUX,LU,442,un_m49,global,1,World
LUX,LU,442,un_m49,region,150,Europe
LUX,LU,442,un_m49,sub_region,155,Western Europe
LUX,LU,442,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
LUX,LU,442,un_sdg,region,150,Europe
LUX,LU,442,un_sdg,region,513,Europe and Northern America
LUX,LU,442,un_sdg,region,155,Western Europe
LUX,LU,442,un_sdg,region,1,World (total) by MDG regions
LUX,LU,442,un_sdg,region,1,World (total) by SDG regions
LUX,LU,442,un_sdg,region,1,World (total) by continental regions
LUX,LU,442,world_bank,income_level,HIC,High income
LUX,LU,442,world_bank,lending_type,LNX,World Bank lending type: Not classified
LUX,LU,442,world_bank,region,ECS,Europe & Central Asia
LVA,LV,428,un_m49,global,1,World
LVA,LV,428,un_m49,region,150,Europe
LVA,LV,428,un_m49,sub_region,154,Northern Europe
LVA,LV,428,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
LVA,LV,428,un_sdg,region,150,Europe
LVA,LV,428,un_sdg,region,513,Europe and Northern America
LVA,LV,428,un_sdg,region,154,Northern Europe
LVA,LV,428,un_sdg,region,1,World (total) by MDG regions
LVA,LV,428,un_sdg,region,1,World (total) by SDG regions
LVA,LV,428,un_sdg,region,1,World (total) by continental regions
LVA,LV,428,world_bank,income_level,HIC,High income
LVA,LV,428,world_bank,lending_type,LNX,World Bank lending type: Not classified
LVA,LV,428,world_bank,region,ECS,Europe & Central Asia
MAC,MO,446,un_m49,global,1,World
MAC,MO,446,un_m49,region,142,Asia
MAC,MO,446,un_m49,sub_region,30,Eastern Asia
MAC,MO,446,un_sdg,region,142,Asia
MAC,MO,446,un_sdg,region,515,Developing regions
MAC,MO,446,un_sdg,region,30,Eastern Asia
MAC,MO,446,un_sdg,region,518,Eastern Asia (excluding Japan)
MAC,MO,446,un_sdg,region,753,Eastern and South-Eastern Asia
MAC,MO,446,un_sdg,region,1,World (total) by MDG regions
MAC,MO,446,un_sdg,region,1,World (total) by SDG regions
MAC,MO,446,un_sdg,region,1,World (total) by continental regions
MAC,MO,446,world_bank,income_level,HIC,High income
MAC,MO,446,world_bank,lending_type,LNX,World Bank lending type: Not classified
MAC,MO,446,world_bank,region,EAS,East Asia & Pacific
MAF,MF,663,un_m49,global,1,World
MAF,MF,663,un_m49,intermediate_region,29,Caribbean
MAF,MF,663,un_m49,region,19,Americas
MAF,MF,663,un_m49,sub_region,419,Latin America and the Caribbean
MAF,MF,663,un_sdg,region,19,Americas
MAF,MF,663,un_sdg,region,29,Caribbean
MAF,MF,663,un_sdg,region,515,Developing regions
MAF,MF,663,un_sdg,region,419,Latin America and the Caribbean
MAF,MF,663,un_sdg,region,1,World (total) by MDG regions
MAF,MF,663,un_sdg,region,1,World (total) by SDG regions
MAF,MF,663,un_sdg,region,1,World (total) by continental regions
MAF,MF,663,world_bank,income_level,HIC,High income
MAF,MF,663,world_bank,lending_type,LNX,World Bank lending type: Not classified
MAF,MF,663,world_bank,region,LCN,Latin America & Caribbean
MAR,MA,504,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MAR,MA,504,oecd_dac,oda_recipient_group,10018,LMICs
MAR,MA,504,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MAR,MA,504,oecd_dac,wb_income_hint,WB-LM,World Bank lower middle income (WB-LM)
MAR,MA,504,un_m49,global,1,World
MAR,MA,504,un_m49,region,2,Africa
MAR,MA,504,un_m49,sub_region,15,Northern Africa
MAR,MA,504,un_sdg,region,2,Africa
MAR,MA,504,un_sdg,region,515,Developing regions
MAR,MA,504,un_sdg,region,15,Northern Africa
MAR,MA,504,un_sdg,region,746,Northern Africa (exc. Sudan)
MAR,MA,504,un_sdg,region,747,Northern Africa and Western Asia
MAR,MA,504,un_sdg,region,1,World (total) by MDG regions
MAR,MA,504,un_sdg,region,1,World (total) by SDG regions
MAR,MA,504,un_sdg,region,1,World (total) by continental regions
MAR,MA,504,world_bank,income_level,LMC,Lower middle income
MAR,MA,504,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
MAR,MA,504,world_bank,region,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
MCO,MC,492,un_m49,global,1,World
MCO,MC,492,un_m49,region,150,Europe
MCO,MC,492,un_m49,sub_region,155,Western Europe
MCO,MC,492,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
MCO,MC,492,un_sdg,region,150,Europe
MCO,MC,492,un_sdg,region,513,Europe and Northern America
MCO,MC,492,un_sdg,region,155,Western Europe
MCO,MC,492,un_sdg,region,1,World (total) by MDG regions
MCO,MC,492,un_sdg,region,1,World (total) by SDG regions
MCO,MC,492,un_sdg,region,1,World (total) by continental regions
MCO,MC,492,world_bank,income_level,HIC,High income
MCO,MC,492,world_bank,lending_type,LNX,World Bank lending type: Not classified
MCO,MC,492,world_bank,region,ECS,Europe & Central Asia
MDA,MD,498,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MDA,MD,498,oecd_dac,oda_recipient_group,10019,UMICs
MDA,MD,498,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MDA,MD,498,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
MDA,MD,498,un_m49,global,1,World
MDA,MD,498,un_m49,region,150,Europe
MDA,MD,498,un_m49,special_group,LLDC,Landlocked Developing Countries (LLDC)
MDA,MD,498,un_m49,sub_region,151,Eastern Europe
MDA,MD,498,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
MDA,MD,498,un_sdg,region,151,Eastern Europe
MDA,MD,498,un_sdg,region,150,Europe
MDA,MD,498,un_sdg,region,513,Europe and Northern America
MDA,MD,498,un_sdg,region,926,LLDC Europe
MDA,MD,498,un_sdg,region,432,Land Locked Developing Countries (LLDC)
MDA,MD,498,un_sdg,region,1,World (total) by MDG regions
MDA,MD,498,un_sdg,region,1,World (total) by SDG regions
MDA,MD,498,un_sdg,region,1,World (total) by continental regions
MDA,MD,498,world_bank,income_level,UMC,Upper middle income
MDA,MD,498,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
MDA,MD,498,world_bank,region,ECS,Europe & Central Asia
MDG,MG,450,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MDG,MG,450,oecd_dac,oda_recipient_group,10016,LDCs
MDG,MG,450,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MDG,MG,450,oecd_dac,wb_income_hint,WB-L,World Bank low income (WB-L)
MDG,MG,450,un_m49,global,1,World
MDG,MG,450,un_m49,intermediate_region,14,Eastern Africa
MDG,MG,450,un_m49,region,2,Africa
MDG,MG,450,un_m49,special_group,LDC,Least Developed Countries (LDC)
MDG,MG,450,un_m49,sub_region,202,Sub-Saharan Africa
MDG,MG,450,un_sdg,region,2,Africa
MDG,MG,450,un_sdg,region,515,Developing regions
MDG,MG,450,un_sdg,region,14,Eastern Africa
MDG,MG,450,un_sdg,region,927,LDC Africa
MDG,MG,450,un_sdg,region,199,Least Developed Countries (LDC)
MDG,MG,450,un_sdg,region,202,Sub-Saharan Africa
MDG,MG,450,un_sdg,region,738,Sub-Saharan Africa (inc. Sudan)
MDG,MG,450,un_sdg,region,1,World (total) by MDG regions
MDG,MG,450,un_sdg,region,1,World (total) by SDG regions
MDG,MG,450,un_sdg,region,1,World (total) by continental regions
MDG,MG,450,world_bank,income_level,LIC,Low income
MDG,MG,450,world_bank,lending_type,IDX,International Development Association (IDA)
MDG,MG,450,world_bank,region,SSF,Sub-Saharan Africa
MDV,MV,462,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MDV,MV,462,oecd_dac,oda_recipient_group,10019,UMICs
MDV,MV,462,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MDV,MV,462,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
MDV,MV,462,un_m49,global,1,World
MDV,MV,462,un_m49,region,142,Asia
MDV,MV,462,un_m49,special_group,SIDS,Small Island Developing States (SIDS)
MDV,MV,462,un_m49,sub_region,34,Southern Asia
MDV,MV,462,un_sdg,region,142,Asia
MDV,MV,462,un_sdg,region,62,Central and Southern Asia
MDV,MV,462,un_sdg,region,515,Developing regions
MDV,MV,462,un_sdg,region,933,SIDS Asia
MDV,MV,462,un_sdg,region,722,Small Island Developing States (SIDS)
MDV,MV,462,un_sdg,region,34,Southern Asia
MDV,MV,462,un_sdg,region,1,World (total) by MDG regions
MDV,MV,462,un_sdg,region,1,World (total) by SDG regions
MDV,MV,462,un_sdg,region,1,World (total) by continental regions
MDV,MV,462,world_bank,income_level,UMC,Upper middle income
MDV,MV,462,world_bank,lending_type,IDX,International Development Association (IDA)
MDV,MV,462,world_bank,region,SAS,South Asia
MEX,MX,484,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MEX,MX,484,oecd_dac,oda_recipient_group,10019,UMICs
MEX,MX,484,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MEX,MX,484,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
MEX,MX,484,un_m49,global,1,World
MEX,MX,484,un_m49,intermediate_region,13,Central America
MEX,MX,484,un_m49,region,19,Americas
MEX,MX,484,un_m49,sub_region,419,Latin America and the Caribbean
MEX,MX,484,un_sdg,region,19,Americas
MEX,MX,484,un_sdg,region,13,Central America
MEX,MX,484,un_sdg,region,515,Developing regions
MEX,MX,484,un_sdg,region,419,Latin America and the Caribbean
MEX,MX,484,un_sdg,region,1,World (total) by MDG regions
MEX,MX,484,un_sdg,region,1,World (total) by SDG regions
MEX,MX,484,un_sdg,region,1,World (total) by continental regions
MEX,MX,484,world_bank,income_level,UMC,Upper middle income
MEX,MX,484,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
MEX,MX,484,world_bank,region,LCN,Latin America & Caribbean
MHL,MH,584,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MHL,MH,584,oecd_dac,oda_recipient_group,10019,UMICs
MHL,MH,584,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MHL,MH,584,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
MHL,MH,584,un_m49,global,1,World
MHL,MH,584,un_m49,region,9,Oceania
MHL,MH,584,un_m49,special_group,SIDS,Small Island Developing States (SIDS)
MHL,MH,584,un_m49,sub_region,57,Micronesia
MHL,MH,584,un_sdg,region,515,Developing regions
MHL,MH,584,un_sdg,region,57,Micronesia
MHL,MH,584,un_sdg,region,9,Oceania
MHL,MH,584,un_sdg,region,543,Oceania (exc. Australia and New Zealand)
MHL,MH,584,un_sdg,region,934,SIDS Oceania
MHL,MH,584,un_sdg,region,722,Small Island Developing States (SIDS)
MHL,MH,584,un_sdg,region,1,World (total) by MDG regions
MHL,MH,584,un_sdg,region,1,World (total) by SDG regions
MHL,MH,584,un_sdg,region,1,World (total) by continental regions
MHL,MH,584,world_bank,income_level,UMC,Upper middle income
MHL,MH,584,world_bank,lending_type,IDX,International Development Association (IDA)
MHL,MH,584,world_bank,region,EAS,East Asia & Pacific
MKD,MK,807,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MKD,MK,807,oecd_dac,oda_recipient_group,10019,UMICs
MKD,MK,807,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MKD,MK,807,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
MKD,MK,807,un_m49,global,1,World
MKD,MK,807,un_m49,region,150,Europe
MKD,MK,807,un_m49,special_group,LLDC,Landlocked Developing Countries (LLDC)
MKD,MK,807,un_m49,sub_region,39,Southern Europe
MKD,MK,807,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
MKD,MK,807,un_sdg,region,150,Europe
MKD,MK,807,un_sdg,region,513,Europe and Northern America
MKD,MK,807,un_sdg,region,926,LLDC Europe
MKD,MK,807,un_sdg,region,432,Land Locked Developing Countries (LLDC)
MKD,MK,807,un_sdg,region,39,Southern Europe
MKD,MK,807,un_sdg,region,1,World (total) by MDG regions
MKD,MK,807,un_sdg,region,1,World (total) by SDG regions
MKD,MK,807,un_sdg,region,1,World (total) by continental regions
MKD,MK,807,world_bank,income_level,UMC,Upper middle income
MKD,MK,807,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
MKD,MK,807,world_bank,region,ECS,Europe & Central Asia
MLI,ML,466,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MLI,ML,466,oecd_dac,oda_recipient_group,10016,LDCs
MLI,ML,466,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MLI,ML,466,oecd_dac,wb_income_hint,WB-L,World Bank low income (WB-L)
MLI,ML,466,un_m49,global,1,World
MLI,ML,466,un_m49,intermediate_region,11,Western Africa
MLI,ML,466,un_m49,region,2,Africa
MLI,ML,466,un_m49,special_group,LLDC,Landlocked Developing Countries (LLDC)
MLI,ML,466,un_m49,special_group,LDC,Least Developed Countries (LDC)
MLI,ML,466,un_m49,sub_region,202,Sub-Saharan Africa
MLI,ML,466,un_sdg,region,2,Africa
MLI,ML,466,un_sdg,region,515,Developing regions
MLI,ML,466,un_sdg,region,927,LDC Africa
MLI,ML,466,un_sdg,region,923,LLDC Africa
MLI,ML,466,un_sdg,region,432,Land Locked Developing Countries (LLDC)
MLI,ML,466,un_sdg,region,199,Least Developed Countries (LDC)
MLI,ML,466,un_sdg,region,202,Sub-Saharan Africa
MLI,ML,466,un_sdg,region,738,Sub-Saharan Africa (inc. Sudan)
MLI,ML,466,un_sdg,region,11,Western Africa
MLI,ML,466,un_sdg,region,1,World (total) by MDG regions
MLI,ML,466,un_sdg,region,1,World (total) by SDG regions
MLI,ML,466,un_sdg,region,1,World (total) by continental regions
MLI,ML,466,world_bank,income_level,LIC,Low income
MLI,ML,466,world_bank,lending_type,IDX,International Development Association (IDA)
MLI,ML,466,world_bank,region,SSF,Sub-Saharan Africa
MLT,MT,470,un_m49,global,1,World
MLT,MT,470,un_m49,region,150,Europe
MLT,MT,470,un_m49,sub_region,39,Southern Europe
MLT,MT,470,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
MLT,MT,470,un_sdg,region,150,Europe
MLT,MT,470,un_sdg,region,513,Europe and Northern America
MLT,MT,470,un_sdg,region,39,Southern Europe
MLT,MT,470,un_sdg,region,1,World (total) by MDG regions
MLT,MT,470,un_sdg,region,1,World (total) by SDG regions
MLT,MT,470,un_sdg,region,1,World (total) by continental regions
MLT,MT,470,world_bank,income_level,HIC,High income
MLT,MT,470,world_bank,lending_type,LNX,World Bank lending type: Not classified
MLT,MT,470,world_bank,region,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
MMR,MM,104,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MMR,MM,104,oecd_dac,oda_recipient_group,10016,LDCs
MMR,MM,104,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MMR,MM,104,oecd_dac,wb_income_hint,WB-LM,World Bank lower middle income (WB-LM)
MMR,MM,104,un_m49,global,1,World
MMR,MM,104,un_m49,region,142,Asia
MMR,MM,104,un_m49,special_group,LDC,Least Developed Countries (LDC)
MMR,MM,104,un_m49,sub_region,35,South-eastern Asia
MMR,MM,104,un_sdg,region,142,Asia
MMR,MM,104,un_sdg,region,515,Developing regions
MMR,MM,104,un_sdg,region,753,Eastern and South-Eastern Asia
MMR,MM,104,un_sdg,region,929,LDC Asia
MMR,MM,104,un_sdg,region,199,Least Developed Countries (LDC)
MMR,MM,104,un_sdg,region,35,South-Eastern Asia
MMR,MM,104,un_sdg,region,1,World (total) by MDG regions
MMR,MM,104,un_sdg,region,1,World (total) by SDG regions
MMR,MM,104,un_sdg,region,1,World (total) by continental regions
MMR,MM,104,world_bank,income_level,LMC,Lower middle income
MMR,MM,104,world_bank,lending_type,IDX,International Development Association (IDA)
MMR,MM,104,world_bank,region,EAS,East Asia & Pacific
MNE,ME,499,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MNE,ME,499,oecd_dac,oda_recipient_group,10019,UMICs
MNE,ME,499,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MNE,ME,499,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
MNE,ME,499,un_m49,global,1,World
MNE,ME,499,un_m49,region,150,Europe
MNE,ME,499,un_m49,sub_region,39,Southern Europe
MNE,ME,499,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
MNE,ME,499,un_sdg,region,150,Europe
MNE,ME,499,un_sdg,region,513,Europe and Northern America
MNE,ME,499,un_sdg,region,39,Southern Europe
MNE,ME,499,un_sdg,region,1,World (total) by MDG regions
MNE,ME,499,un_sdg,region,1,World (total) by SDG regions
MNE,ME,499,un_sdg,region,1,World (total) by continental regions
MNE,ME,499,world_bank,income_level,UMC,Upper middle income
MNE,ME,499,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
MNE,ME,499,world_bank,region,ECS,Europe & Central Asia
MNG,MN,496,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MNG,MN,496,oecd_dac,oda_recipient_group,10018,LMICs
MNG,MN,496,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MNG,MN,496,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
MNG,MN,496,un_m49,global,1,World
MNG,MN,496,un_m49,region,142,Asia
MNG,MN,496,un_m49,special_group,LLDC,Landlocked Developing Countries (LLDC)
MNG,MN,496,un_m49,sub_region,30,Eastern Asia
MNG,MN,496,un_sdg,region,142,Asia
MNG,MN,496,un_sdg,region,515,Developing regions
MNG,MN,496,un_sdg,region,30,Eastern Asia
MNG,MN,496,un_sdg,region,223,Eastern Asia (excluding Japan and China)
MNG,MN,496,un_sdg,region,518,Eastern Asia (excluding Japan)
MNG,MN,496,un_sdg,region,753,Eastern and South-Eastern Asia
MNG,MN,496,un_sdg,region,925,LLDC Asia
MNG,MN,496,un_sdg,region,432,Land Locked Developing Countries (LLDC)
MNG,MN,496,un_sdg,region,1,World (total) by MDG regions
MNG,MN,496,un_sdg,region,1,World (total) by SDG regions
MNG,MN,496,un_sdg,region,1,World (total) by continental regions
MNG,MN,496,world_bank,income_level,UMC,Upper middle income
MNG,MN,496,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
MNG,MN,496,world_bank,region,EAS,East Asia & Pacific
MNP,MP,580,un_m49,global,1,World
MNP,MP,580,un_m49,region,9,Oceania
MNP,MP,580,un_m49,special_group,SIDS,Small Island Developing States (SIDS)
MNP,MP,580,un_m49,sub_region,57,Micronesia
MNP,MP,580,un_sdg,region,515,Developing regions
MNP,MP,580,un_sdg,region,57,Micronesia
MNP,MP,580,un_sdg,region,9,Oceania
MNP,MP,580,un_sdg,region,543,Oceania (exc. Australia and New Zealand)
MNP,MP,580,un_sdg,region,934,SIDS Oceania
MNP,MP,580,un_sdg,region,722,Small Island Developing States (SIDS)
MNP,MP,580,un_sdg,region,1,World (total) by MDG regions
MNP,MP,580,un_sdg,region,1,World (total) by SDG regions
MNP,MP,580,un_sdg,region,1,World (total) by continental regions
MNP,MP,580,world_bank,income_level,HIC,High income
MNP,MP,580,world_bank,lending_type,LNX,World Bank lending type: Not classified
MNP,MP,580,world_bank,region,EAS,East Asia & Pacific
MOZ,MZ,508,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MOZ,MZ,508,oecd_dac,oda_recipient_group,10016,LDCs
MOZ,MZ,508,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MOZ,MZ,508,oecd_dac,wb_income_hint,WB-L,World Bank low income (WB-L)
MOZ,MZ,508,un_m49,global,1,World
MOZ,MZ,508,un_m49,intermediate_region,14,Eastern Africa
MOZ,MZ,508,un_m49,region,2,Africa
MOZ,MZ,508,un_m49,special_group,LDC,Least Developed Countries (LDC)
MOZ,MZ,508,un_m49,sub_region,202,Sub-Saharan Africa
MOZ,MZ,508,un_sdg,region,2,Africa
MOZ,MZ,508,un_sdg,region,515,Developing regions
MOZ,MZ,508,un_sdg,region,14,Eastern Africa
MOZ,MZ,508,un_sdg,region,927,LDC Africa
MOZ,MZ,508,un_sdg,region,199,Least Developed Countries (LDC)
MOZ,MZ,508,un_sdg,region,202,Sub-Saharan Africa
MOZ,MZ,508,un_sdg,region,738,Sub-Saharan Africa (inc. Sudan)
MOZ,MZ,508,un_sdg,region,1,World (total) by MDG regions
MOZ,MZ,508,un_sdg,region,1,World (total) by SDG regions
MOZ,MZ,508,un_sdg,region,1,World (total) by continental regions
MOZ,MZ,508,world_bank,income_level,LIC,Low income
MOZ,MZ,508,world_bank,lending_type,IDX,International Development Association (IDA)
MOZ,MZ,508,world_bank,region,SSF,Sub-Saharan Africa
MRT,MR,478,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MRT,MR,478,oecd_dac,oda_recipient_group,10016,LDCs
MRT,MR,478,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MRT,MR,478,oecd_dac,wb_income_hint,WB-LM,World Bank lower middle income (WB-LM)
MRT,MR,478,un_m49,global,1,World
MRT,MR,478,un_m49,intermediate_region,11,Western Africa
MRT,MR,478,un_m49,region,2,Africa
MRT,MR,478,un_m49,special_group,LDC,Least Developed Countries (LDC)
MRT,MR,478,un_m49,sub_region,202,Sub-Saharan Africa
MRT,MR,478,un_sdg,region,2,Africa
MRT,MR,478,un_sdg,region,515,Developing regions
MRT,MR,478,un_sdg,region,927,LDC Africa
MRT,MR,478,un_sdg,region,199,Least Developed Countries (LDC)
MRT,MR,478,un_sdg,region,202,Sub-Saharan Africa
MRT,MR,478,un_sdg,region,738,Sub-Saharan Africa (inc. Sudan)
MRT,MR,478,un_sdg,region,11,Western Africa
MRT,MR,478,un_sdg,region,1,World (total) by MDG regions
MRT,MR,478,un_sdg,region,1,World (total) by SDG regions
MRT,MR,478,un_sdg,region,1,World (total) by continental regions
MRT,MR,478,world_bank,income_level,LMC,Lower middle income
MRT,MR,478,world_bank,lending_type,IDX,International Development Association (IDA)
MRT,MR,478,world_bank,region,SSF,Sub-Saharan Africa
MSR,MS,500,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
MSR,MS,500,oecd_dac,oda_recipient_group,10019,UMICs
MSR,MS,500,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
MSR,MS,500,oecd_dac,wb_income_hint,WB-NC,World Bank not classified (WB-NC)
MSR,MS,500,un_m49,global,1,World
MSR,MS,500,un_m49,intermediate_region,29,Caribbean
MSR,MS,500,un_m49,region,19,Americas
MSR,MS,500,un_m49,special_group,SIDS,Small Island Developing States (SIDS)
MSR,MS,500,un_m49,sub_region,419,Latin America and the Caribbean
MSR,MS,500,un_sdg,region,19,Americas
MSR,MS,500,un_sdg,region,29,Caribbean
MSR,MS,500,un_sdg,region,515,Developing regions
MSR,MS,500,un_sdg,region,419,Latin America and the Caribbean
MSR,MS,500,un_sdg,region,932,SIDS Americas
MSR,MS,500,un_sdg,region,722,Small Island Developing States (SIDS)
MSR,MS,500,un_sdg,region,1,World (total) by MDG regions
MSR,MS,500,un_sdg,region,1,World (total) by SDG regions
MSR,MS,500,un_sdg,region,1,World (total) by continental regions
MTQ,MQ,474,un_m49,global,1,World
MTQ,MQ,474,un_m49,intermediate_region,29,Caribbean
MTQ,MQ,474,un_m49,region,19,Americas
MTQ,MQ,474,un_m49,sub_region,419,Latin America and the Caribbean
MTQ,MQ,474,un_sdg,region,19,Americas
MTQ,MQ,474,un_sdg,region,29,Caribbean
MTQ,MQ,474,un_sdg,region,515,Developing regions
MTQ,MQ,474,un_sdg,region,419,Latin America and the Caribbean
MTQ,MQ,474,un_sdg,region,1,World (total) by MDG regions
MTQ,MQ,474,un_sdg,region,1,World (total) by SDG regions
