iso3,iso2,m49,source,group_type,group_code,group_name
ABW,AW,533,un_m49,global,1,World
ABW,AW,533,un_m49,intermediate_region,29,Caribbean
ABW,AW,533,un_m49,region,19,Americas
ABW,AW,533,un_m49,special_group,SIDS,Small Island Developing States (SIDS)
ABW,AW,533,un_m49,sub_region,419,Latin America and the Caribbean
ABW,AW,533,un_sdg,region,19,Americas
ABW,AW,533,un_sdg,region,29,Caribbean
ABW,AW,533,un_sdg,region,515,Developing regions
ABW,AW,533,un_sdg,region,419,Latin America and the Caribbean
ABW,AW,533,un_sdg,region,932,SIDS Americas
ABW,AW,533,un_sdg,region,722,Small Island Developing States (SIDS)
ABW,AW,533,un_sdg,region,1,World (total) by MDG regions
ABW,AW,533,un_sdg,region,1,World (total) by SDG regions
ABW,AW,533,un_sdg,region,1,World (total) by continental regions
ABW,AW,533,world_bank,income_level,HIC,High income
ABW,AW,533,world_bank,lending_type,LNX,World Bank lending type: Not classified
ABW,AW,533,world_bank,region,LCN,Latin America & Caribbean
AFG,AF,4,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
AFG,AF,4,oecd_dac,oda_recipient_group,10016,LDCs
AFG,AF,4,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
AFG,AF,4,oecd_dac,wb_income_hint,WB-L,World Bank low income (WB-L)
AFG,AF,4,un_m49,global,1,World
AFG,AF,4,un_m49,region,142,Asia
AFG,AF,4,un_m49,special_group,LLDC,Landlocked Developing Countries (LLDC)
AFG,AF,4,un_m49,special_group,LDC,Least Developed Countries (LDC)
AFG,AF,4,un_m49,sub_region,34,Southern Asia
AFG,AF,4,un_sdg,region,142,Asia
AFG,AF,4,un_sdg,region,62,Central and Southern Asia
AFG,AF,4,un_sdg,region,515,Developing regions
AFG,AF,4,un_sdg,region,929,LDC Asia
AFG,AF,4,un_sdg,region,925,LLDC Asia
AFG,AF,4,un_sdg,region,432,Land Locked Developing Countries (LLDC)
AFG,AF,4,un_sdg,region,199,Least Developed Countries (LDC)
AFG,AF,4,un_sdg,region,34,Southern Asia
AFG,AF,4,un_sdg,region,1,World (total) by MDG regions
AFG,AF,4,un_sdg,region,1,World (total) by SDG regions
AFG,AF,4,un_sdg,region,1,World (total) by continental regions
AFG,AF,4,world_bank,income_level,LIC,Low income
AFG,AF,4,world_bank,lending_type,IDX,International Development Association (IDA)
AFG,AF,4,world_bank,region,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
AGO,AO,24,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
AGO,AO,24,oecd_dac,oda_recipient_group,10016,LDCs
AGO,AO,24,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
AGO,AO,24,oecd_dac,wb_income_hint,WB-LM,World Bank lower middle income (WB-LM)
AGO,AO,24,un_m49,global,1,World
AGO,AO,24,un_m49,intermediate_region,17,Middle Africa
AGO,AO,24,un_m49,region,2,Africa
AGO,AO,24,un_m49,special_group,LDC,Least Developed Countries (LDC)
AGO,AO,24,un_m49,sub_region,202,Sub-Saharan Africa
AGO,AO,24,un_sdg,region,2,Africa
AGO,AO,24,un_sdg,region,515,Developing regions
AGO,AO,24,un_sdg,region,927,LDC Africa
AGO,AO,24,un_sdg,region,199,Least Developed Countries (LDC)
AGO,AO,24,un_sdg,region,17,Middle Africa
AGO,AO,24,un_sdg,region,202,Sub-Saharan Africa
AGO,AO,24,un_sdg,region,738,Sub-Saharan Africa (inc. Sudan)
AGO,AO,24,un_sdg,region,1,World (total) by MDG regions
AGO,AO,24,un_sdg,region,1,World (total) by SDG regions
AGO,AO,24,un_sdg,region,1,World (total) by continental regions
AGO,AO,24,world_bank,income_level,LMC,Lower middle income
AGO,AO,24,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
AGO,AO,24,world_bank,region,SSF,Sub-Saharan Africa
AIA,AI,660,un_m49,global,1,World
AIA,AI,660,un_m49,intermediate_region,29,Caribbean
AIA,AI,660,un_m49,region,19,Americas
AIA,AI,660,un_m49,special_group,SIDS,Small Island Developing States (SIDS)
AIA,AI,660,un_m49,sub_region,419,Latin America and the Caribbean
AIA,AI,660,un_sdg,region,19,Americas
AIA,AI,660,un_sdg,region,29,Caribbean
AIA,AI,660,un_sdg,region,515,Developing regions
AIA,AI,660,un_sdg,region,419,Latin America and the Caribbean
AIA,AI,660,un_sdg,region,932,SIDS Americas
AIA,AI,660,un_sdg,region,722,Small Island Developing States (SIDS)
AIA,AI,660,un_sdg,region,1,World (total) by MDG regions
AIA,AI,660,un_sdg,region,1,World (total) by SDG regions
AIA,AI,660,un_sdg,region,1,World (total) by continental regions
ALA,AX,248,un_m49,global,1,World
ALA,AX,248,un_m49,region,150,Europe
ALA,AX,248,un_m49,sub_region,154,Northern Europe
ALA,AX,248,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
ALA,AX,248,un_sdg,region,150,Europe
ALA,AX,248,un_sdg,region,513,Europe and Northern America
ALA,AX,248,un_sdg,region,154,Northern Europe
ALA,AX,248,un_sdg,region,1,World (total) by MDG regions
ALA,AX,248,un_sdg,region,1,World (total) by SDG regions
ALA,AX,248,un_sdg,region,1,World (total) by continental regions
ALB,AL,8,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
ALB,AL,8,oecd_dac,oda_recipient_group,10019,UMICs
ALB,AL,8,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
ALB,AL,8,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
ALB,AL,8,un_m49,global,1,World
ALB,AL,8,un_m49,region,150,Europe
ALB,AL,8,un_m49,sub_region,39,Southern Europe
ALB,AL,8,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
ALB,AL,8,un_sdg,region,150,Europe
ALB,AL,8,un_sdg,region,513,Europe and Northern America
ALB,AL,8,un_sdg,region,39,Southern Europe
ALB,AL,8,un_sdg,region,1,World (total) by MDG regions
ALB,AL,8,un_sdg,region,1,World (total) by SDG regions
ALB,AL,8,un_sdg,region,1,World (total) by continental regions
ALB,AL,8,world_bank,income_level,UMC,Upper middle income
ALB,AL,8,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
ALB,AL,8,world_bank,region,ECS,Europe & Central Asia
AND,AD,20,un_m49,global,1,World
AND,AD,20,un_m49,region,150,Europe
AND,AD,20,un_m49,sub_region,39,Southern Europe
AND,AD,20,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
AND,AD,20,un_sdg,region,150,Europe
AND,AD,20,un_sdg,region,513,Europe and Northern America
AND,AD,20,un_sdg,region,39,Southern Europe
AND,AD,20,un_sdg,region,1,World (total) by MDG regions
AND,AD,20,un_sdg,region,1,World (total) by SDG regions
AND,AD,20,un_sdg,region,1,World (total) by continental regions
AND,AD,20,world_bank,income_level,HIC,High income
AND,AD,20,world_bank,lending_type,LNX,World Bank lending type: Not classified
AND,AD,20,world_bank,region,ECS,Europe & Central Asia
ARE,AE,784,un_m49,global,1,World
ARE,AE,784,un_m49,region,142,Asia
ARE,AE,784,un_m49,sub_region,145,Western Asia
ARE,AE,784,un_sdg,region,142,Asia
ARE,AE,784,un_sdg,region,515,Developing regions
ARE,AE,784,un_sdg,region,747,Northern Africa and Western Asia
ARE,AE,784,un_sdg,region,145,Western Asia
ARE,AE,784,un_sdg,region,485,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
ARE,AE,784,un_sdg,region,1,World (total) by MDG regions
ARE,AE,784,un_sdg,region,1,World (total) by SDG regions
ARE,AE,784,un_sdg,region,1,World (total) by continental regions
ARE,AE,784,world_bank,income_level,HIC,High income
ARE,AE,784,world_bank,lending_type,LNX,World Bank lending type: Not classified
ARE,AE,784,world_bank,region,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
ARG,AR,32,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
ARG,AR,32,oecd_dac,oda_recipient_group,10019,UMICs
ARG,AR,32,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
ARG,AR,32,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
ARG,AR,32,un_m49,global,1,World
ARG,AR,32,un_m49,intermediate_region,5,South America
ARG,AR,32,un_m49,region,19,Americas
ARG,AR,32,un_m49,sub_region,419,Latin America and the Caribbean
ARG,AR,32,un_sdg,region,19,Americas
ARG,AR,32,un_sdg,region,515,Developing regions
ARG,AR,32,un_sdg,region,419,Latin America and the Caribbean
ARG,AR,32,un_sdg,region,5,South America
ARG,AR,32,un_sdg,region,1,World (total) by MDG regions
ARG,AR,32,un_sdg,region,1,World (total) by SDG regions
ARG,AR,32,un_sdg,region,1,World (total) by continental regions
ARG,AR,32,world_bank,income_level,UMC,Upper middle income
ARG,AR,32,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
ARG,AR,32,world_bank,region,LCN,Latin America & Caribbean
ARM,AM,51,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
ARM,AM,51,oecd_dac,oda_recipient_group,10019,UMICs
ARM,AM,51,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
ARM,AM,51,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
ARM,AM,51,un_m49,global,1,World
ARM,AM,51,un_m49,region,142,Asia
ARM,AM,51,un_m49,special_group,LLDC,Landlocked Developing Countries (LLDC)
ARM,AM,51,un_m49,sub_region,145,Western Asia
ARM,AM,51,un_sdg,region,142,Asia
ARM,AM,51,un_sdg,region,135,Caucasus and Central Asia
ARM,AM,51,un_sdg,region,515,Developing regions
ARM,AM,51,un_sdg,region,925,LLDC Asia
ARM,AM,51,un_sdg,region,432,Land Locked Developing Countries (LLDC)
ARM,AM,51,un_sdg,region,747,Northern Africa and Western Asia
ARM,AM,51,un_sdg,region,145,Western Asia
ARM,AM,51,un_sdg,region,1,World (total) by MDG regions
ARM,AM,51,un_sdg,region,1,World (total) by SDG regions
ARM,AM,51,un_sdg,region,1,World (total) by continental regions
ARM,AM,51,world_bank,income_level,UMC,Upper middle income
ARM,AM,51,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
ARM,AM,51,world_bank,region,ECS,Europe & Central Asia
ASM,AS,16,un_m49,global,1,World
ASM,AS,16,un_m49,region,9,Oceania
ASM,AS,16,un_m49,special_group,SIDS,Small Island Developing States (SIDS)
ASM,AS,16,un_m49,sub_region,61,Polynesia
ASM,AS,16,un_sdg,region,515,Developing regions
ASM,AS,16,un_sdg,region,9,Oceania
ASM,AS,16,un_sdg,region,543,Oceania (exc. Australia and New Zealand)
ASM,AS,16,un_sdg,region,61,Polynesia
ASM,AS,16,un_sdg,region,934,SIDS Oceania
ASM,AS,16,un_sdg,region,722,Small Island Developing States (SIDS)
ASM,AS,16,un_sdg,region,1,World (total) by MDG regions
ASM,AS,16,un_sdg,region,1,World (total) by SDG regions
ASM,AS,16,un_sdg,region,1,World (total) by continental regions
ASM,AS,16,world_bank,income_level,HIC,High income
ASM,AS,16,world_bank,lending_type,LNX,World Bank lending type: Not classified
ASM,AS,16,world_bank,region,EAS,East Asia & Pacific
ATA,AQ,10,un_m49,global,1,World
ATA,AQ,10,un_sdg,region,1,World (total) by continental regions
ATF,TF,260,un_m49,global,1,World
ATF,TF,260,un_m49,intermediate_region,14,Eastern Africa
ATF,TF,260,un_m49,region,2,Africa
ATF,TF,260,un_m49,sub_region,202,Sub-Saharan Africa
ATF,TF,260,un_sdg,region,2,Africa
ATF,TF,260,un_sdg,region,515,Developing regions
ATF,TF,260,un_sdg,region,14,Eastern Africa
ATF,TF,260,un_sdg,region,202,Sub-Saharan Africa
ATF,TF,260,un_sdg,region,738,Sub-Saharan Africa (inc. Sudan)
ATF,TF,260,un_sdg,region,1,World (total) by MDG regions
ATF,TF,260,un_sdg,region,1,World (total) by SDG regions
ATF,TF,260,un_sdg,region,1,World (total) by continental regions
ATG,AG,28,un_m49,global,1,World
ATG,AG,28,un_m49,intermediate_region,29,Caribbean
ATG,AG,28,un_m49,region,19,Americas
ATG,AG,28,un_m49,special_group,SIDS,Small Island Developing States (SIDS)
ATG,AG,28,un_m49,sub_region,419,Latin America and the Caribbean
ATG,AG,28,un_sdg,region,19,Americas
ATG,AG,28,un_sdg,region,29,Caribbean
ATG,AG,28,un_sdg,region,515,Developing regions
ATG,AG,28,un_sdg,region,419,Latin America and the Caribbean
ATG,AG,28,un_sdg,region,932,SIDS Americas
ATG,AG,28,un_sdg,region,722,Small Island Developing States (SIDS)
ATG,AG,28,un_sdg,region,1,World (total) by MDG regions
ATG,AG,28,un_sdg,region,1,World (total) by SDG regions
ATG,AG,28,un_sdg,region,1,World (total) by continental regions
ATG,AG,28,world_bank,income_level,HIC,High income
ATG,AG,28,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
ATG,AG,28,world_bank,region,LCN,Latin America & Caribbean
AUS,AU,36,un_m49,global,1,World
AUS,AU,36,un_m49,region,9,Oceania
AUS,AU,36,un_m49,sub_region,53,Australia and New Zealand
AUS,AU,36,un_sdg,region,53,Australia and New Zealand
AUS,AU,36,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
AUS,AU,36,un_sdg,region,9,Oceania
AUS,AU,36,un_sdg,region,1,World (total) by MDG regions
AUS,AU,36,un_sdg,region,1,World (total) by SDG regions
AUS,AU,36,un_sdg,region,1,World (total) by continental regions
AUS,AU,36,world_bank,income_level,HIC,High income
AUS,AU,36,world_bank,lending_type,LNX,World Bank lending type: Not classified
AUS,AU,36,world_bank,region,EAS,East Asia & Pacific
AUT,AT,40,un_m49,global,1,World
AUT,AT,40,un_m49,region,150,Europe
AUT,AT,40,un_m49,sub_region,155,Western Europe
AUT,AT,40,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
AUT,AT,40,un_sdg,region,150,Europe
AUT,AT,40,un_sdg,region,513,Europe and Northern America
AUT,AT,40,un_sdg,region,155,Western Europe
AUT,AT,40,un_sdg,region,1,World (total) by MDG regions
AUT,AT,40,un_sdg,region,1,World (total) by SDG regions
AUT,AT,40,un_sdg,region,1,World (total) by continental regions
AUT,AT,40,world_bank,income_level,HIC,High income
AUT,AT,40,world_bank,lending_type,LNX,World Bank lending type: Not classified
AUT,AT,40,world_bank,region,ECS,Europe & Central Asia
AZE,AZ,31,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
AZE,AZ,31,oecd_dac,oda_recipient_group,10019,UMICs
AZE,AZ,31,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
AZE,AZ,31,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
AZE,AZ,31,un_m49,global,1,World
AZE,AZ,31,un_m49,region,142,Asia
AZE,AZ,31,un_m49,special_group,LLDC,Landlocked Developing Countries (LLDC)
AZE,AZ,31,un_m49,sub_region,145,Western Asia
AZE,AZ,31,un_sdg,region,142,Asia
AZE,AZ,31,un_sdg,region,135,Caucasus and Central Asia
AZE,AZ,31,un_sdg,region,515,Developing regions
AZE,AZ,31,un_sdg,region,925,LLDC Asia
AZE,AZ,31,un_sdg,region,432,Land Locked Developing Countries (LLDC)
AZE,AZ,31,un_sdg,region,747,Northern Africa and Western Asia
AZE,AZ,31,un_sdg,region,145,Western Asia
AZE,AZ,31,un_sdg,region,1,World (total) by MDG regions
AZE,AZ,31,un_sdg,region,1,World (total) by SDG regions
AZE,AZ,31,un_sdg,region,1,World (total) by continental regions
AZE,AZ,31,world_bank,income_level,UMC,Upper middle income
AZE,AZ,31,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
AZE,AZ,31,world_bank,region,ECS,Europe & Central Asia
BDI,BI,108,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
BDI,BI,108,oecd_dac,oda_recipient_group,10016,LDCs
BDI,BI,108,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
BDI,BI,108,oecd_dac,wb_income_hint,WB-L,World Bank low income (WB-L)
BDI,BI,108,un_m49,global,1,World
BDI,BI,108,un_m49,intermediate_region,14,Eastern Africa
BDI,BI,108,un_m49,region,2,Africa
BDI,BI,108,un_m49,special_group,LLDC,Landlocked Developing Countries (LLDC)
BDI,BI,108,un_m49,special_group,LDC,Least Developed Countries (LDC)
BDI,BI,108,un_m49,sub_region,202,Sub-Saharan Africa
BDI,BI,108,un_sdg,region,2,Africa
BDI,BI,108,un_sdg,region,515,Developing regions
BDI,BI,108,un_sdg,region,14,Eastern Africa
BDI,BI,108,un_sdg,region,927,LDC Africa
BDI,BI,108,un_sdg,region,923,LLDC Africa
BDI,BI,108,un_sdg,region,432,Land Locked Developing Countries (LLDC)
BDI,BI,108,un_sdg,region,199,Least Developed Countries (LDC)
BDI,BI,108,un_sdg,region,202,Sub-Saharan Africa
BDI,BI,108,un_sdg,region,738,Sub-Saharan Africa (inc. Sudan)
BDI,BI,108,un_sdg,region,1,World (total) by MDG regions
BDI,BI,108,un_sdg,region,1,World (total) by SDG regions
BDI,BI,108,un_sdg,region,1,World (total) by continental regions
BDI,BI,108,world_bank,income_level,LIC,Low income
BDI,BI,108,world_bank,lending_type,IDX,International Development Association (IDA)
BDI,BI,108,world_bank,region,SSF,Sub-Saharan Africa
BEL,BE,56,un_m49,global,1,World
BEL,BE,56,un_m49,region,150,Europe
BEL,BE,56,un_m49,sub_region,155,Western Europe
BEL,BE,56,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
BEL,BE,56,un_sdg,region,150,Europe
BEL,BE,56,un_sdg,region,513,Europe and Northern America
BEL,BE,56,un_sdg,region,155,Western Europe
BEL,BE,56,un_sdg,region,1,World (total) by MDG regions
BEL,BE,56,un_sdg,region,1,World (total) by SDG regions
BEL,BE,56,un_sdg,region,1,World (total) by continental regions
BEL,BE,56,world_bank,income_level,HIC,High income
BEL,BE,56,world_bank,lending_type,LNX,World Bank lending type: Not classified
BEL,BE,56,world_bank,region,ECS,Europe & Central Asia
BEN,BJ,204,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
BEN,BJ,204,oecd_dac,oda_recipient_group,10016,LDCs
BEN,BJ,204,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
BEN,BJ,204,oecd_dac,wb_income_hint,WB-LM,World Bank lower middle income (WB-LM)
BEN,BJ,204,un_m49,global,1,World
BEN,BJ,204,un_m49,intermediate_region,11,Western Africa
BEN,BJ,204,un_m49,region,2,Africa
BEN,BJ,204,un_m49,special_group,LDC,Least Developed Countries (LDC)
BEN,BJ,204,un_m49,sub_region,202,Sub-Saharan Africa
BEN,BJ,204,un_sdg,region,2,Africa
BEN,BJ,204,un_sdg,region,515,Developing regions
BEN,BJ,204,un_sdg,region,927,LDC Africa
BEN,BJ,204,un_sdg,region,199,Least Developed Countries (LDC)
BEN,BJ,204,un_sdg,region,202,Sub-Saharan Africa
BEN,BJ,204,un_sdg,region,738,Sub-Saharan Africa (inc. Sudan)
BEN,BJ,204,un_sdg,region,11,Western Africa
BEN,BJ,204,un_sdg,region,1,World (total) by MDG regions
BEN,BJ,204,un_sdg,region,1,World (total) by SDG regions
BEN,BJ,204,un_sdg,region,1,World (total) by continental regions
BEN,BJ,204,world_bank,income_level,LMC,Lower middle income
BEN,BJ,204,world_bank,lending_type,IDX,International Development Association (IDA)
BEN,BJ,204,world_bank,region,SSF,Sub-Saharan Africa
BES,BQ,535,un_m49,global,1,World
BES,BQ,535,un_m49,intermediate_region,29,Caribbean
BES,BQ,535,un_m49,region,19,Americas
BES,BQ,535,un_m49,special_group,SIDS,Small Island Developing States (SIDS)
BES,BQ,535,un_m49,sub_region,419,Latin America and the Caribbean
BES,BQ,535,un_sdg,region,19,Americas
BES,BQ,535,un_sdg,region,29,Caribbean
BES,BQ,535,un_sdg,region,515,Developing regions
BES,BQ,535,un_sdg,region,419,Latin America and the Caribbean
BES,BQ,535,un_sdg,region,932,SIDS Americas
BES,BQ,535,un_sdg,region,722,Small Island Developing States (SIDS)
BES,BQ,535,un_sdg,region,1,World (total) by MDG regions
BES,BQ,535,un_sdg,region,1,World (total) by SDG regions
BES,BQ,535,un_sdg,region,1,World (total) by continental regions
BFA,BF,854,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
BFA,BF,854,oecd_dac,oda_recipient_group,10016,LDCs
BFA,BF,854,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
BFA,BF,854,oecd_dac,wb_income_hint,WB-L,World Bank low income (WB-L)
BFA,BF,854,un_m49,global,1,World
BFA,BF,854,un_m49,intermediate_region,11,Western Africa
BFA,BF,854,un_m49,region,2,Africa
BFA,BF,854,un_m49,special_group,LLDC,Landlocked Developing Countries (LLDC)
BFA,BF,854,un_m49,special_group,LDC,Least Developed Countries (LDC)
BFA,BF,854,un_m49,sub_region,202,Sub-Saharan Africa
BFA,BF,854,un_sdg,region,2,Africa
BFA,BF,854,un_sdg,region,515,Developing regions
BFA,BF,854,un_sdg,region,927,LDC Africa
BFA,BF,854,un_sdg,region,923,LLDC Africa
BFA,BF,854,un_sdg,region,432,Land Locked Developing Countries (LLDC)
BFA,BF,854,un_sdg,region,199,Least Developed Countries (LDC)
BFA,BF,854,un_sdg,region,202,Sub-Saharan Africa
BFA,BF,854,un_sdg,region,738,Sub-Saharan Africa (inc. Sudan)
BFA,BF,854,un_sdg,region,11,Western Africa
BFA,BF,854,un_sdg,region,1,World (total) by MDG regions
BFA,BF,854,un_sdg,region,1,World (total) by SDG regions
BFA,BF,854,un_sdg,region,1,World (total) by continental regions
BFA,BF,854,world_bank,income_level,LIC,Low income
BFA,BF,854,world_bank,lending_type,IDX,International Development Association (IDA)
BFA,BF,854,world_bank,region,SSF,Sub-Saharan Africa
BGD,BD,50,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
BGD,BD,50,oecd_dac,oda_recipient_group,10016,LDCs
BGD,BD,50,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
BGD,BD,50,oecd_dac,wb_income_hint,WB-LM,World Bank lower middle income (WB-LM)
BGD,BD,50,un_m49,global,1,World
BGD,BD,50,un_m49,region,142,Asia
BGD,BD,50,un_m49,special_group,LDC,Least Developed Countries (LDC)
BGD,BD,50,un_m49,sub_region,34,Southern Asia
BGD,BD,50,un_sdg,region,142,Asia
BGD,BD,50,un_sdg,region,62,Central and Southern Asia
BGD,BD,50,un_sdg,region,515,Developing regions
BGD,BD,50,un_sdg,region,929,LDC Asia
BGD,BD,50,un_sdg,region,199,Least Developed Countries (LDC)
BGD,BD,50,un_sdg,region,34,Southern Asia
BGD,BD,50,un_sdg,region,1,World (total) by MDG regions
BGD,BD,50,un_sdg,region,1,World (total) by SDG regions
BGD,BD,50,un_sdg,region,1,World (total) by continental regions
BGD,BD,50,world_bank,income_level,LMC,Lower middle income
BGD,BD,50,world_bank,lending_type,IDX,International Development Association (IDA)
BGD,BD,50,world_bank,region,SAS,South Asia
BGR,BG,100,un_m49,global,1,World
BGR,BG,100,un_m49,region,150,Europe
BGR,BG,100,un_m49,sub_region,151,Eastern Europe
BGR,BG,100,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
BGR,BG,100,un_sdg,region,151,Eastern Europe
BGR,BG,100,un_sdg,region,150,Europe
BGR,BG,100,un_sdg,region,513,Europe and Northern America
BGR,BG,100,un_sdg,region,1,World (total) by MDG regions
BGR,BG,100,un_sdg,region,1,World (total) by SDG regions
BGR,BG,100,un_sdg,region,1,World (total) by continental regions
BGR,BG,100,world_bank,income_level,HIC,High income
BGR,BG,100,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
BGR,BG,100,world_bank,region,ECS,Europe & Central Asia
BHR,BH,48,un_m49,global,1,World
BHR,BH,48,un_m49,region,142,Asia
BHR,BH,48,un_m49,sub_region,145,Western Asia
BHR,BH,48,un_sdg,region,142,Asia
BHR,BH,48,un_sdg,region,515,Developing regions
BHR,BH,48,un_sdg,region,747,Northern Africa and Western Asia
BHR,BH,48,un_sdg,region,145,Western Asia
BHR,BH,48,un_sdg,region,485,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
BHR,BH,48,un_sdg,region,1,World (total) by MDG regions
BHR,BH,48,un_sdg,region,1,World (total) by SDG regions
BHR,BH,48,un_sdg,region,1,World (total) by continental regions
BHR,BH,48,world_bank,income_level,HIC,High income
BHR,BH,48,world_bank,lending_type,LNX,World Bank lending type: Not classified
BHR,BH,48,world_bank,region,MEA,"Middle East, North Africa, Afghanistan & Pakistan"
BHS,BS,44,un_m49,global,1,World
BHS,BS,44,un_m49,intermediate_region,29,Caribbean
BHS,BS,44,un_m49,region,19,Americas
BHS,BS,44,un_m49,special_group,SIDS,Small Island Developing States (SIDS)
BHS,BS,44,un_m49,sub_region,419,Latin America and the Caribbean
BHS,BS,44,un_sdg,region,19,Americas
BHS,BS,44,un_sdg,region,29,Caribbean
BHS,BS,44,un_sdg,region,515,Developing regions
BHS,BS,44,un_sdg,region,419,Latin America and the Caribbean
BHS,BS,44,un_sdg,region,932,SIDS Americas
BHS,BS,44,un_sdg,region,722,Small Island Developing States (SIDS)
BHS,BS,44,un_sdg,region,1,World (total) by MDG regions
BHS,BS,44,un_sdg,region,1,World (total) by SDG regions
BHS,BS,44,un_sdg,region,1,World (total) by continental regions
BHS,BS,44,world_bank,income_level,HIC,High income
BHS,BS,44,world_bank,lending_type,LNX,World Bank lending type: Not classified
BHS,BS,44,world_bank,region,LCN,Latin America & Caribbean
BIH,BA,70,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
BIH,BA,70,oecd_dac,oda_recipient_group,10019,UMICs
BIH,BA,70,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
BIH,BA,70,oecd_dac,wb_income_hint,WB-UM,World Bank upper middle income (WB-UM)
BIH,BA,70,un_m49,global,1,World
BIH,BA,70,un_m49,region,150,Europe
BIH,BA,70,un_m49,sub_region,39,Southern Europe
BIH,BA,70,un_sdg,region,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
BIH,BA,70,un_sdg,region,150,Europe
BIH,BA,70,un_sdg,region,513,Europe and Northern America
BIH,BA,70,un_sdg,region,39,Southern Europe
BIH,BA,70,un_sdg,region,1,World (total) by MDG regions
BIH,BA,70,un_sdg,region,1,World (total) by SDG regions
BIH,BA,70,un_sdg,region,1,World (total) by continental regions
BIH,BA,70,world_bank,income_level,UMC,Upper middle income
BIH,BA,70,world_bank,lending_type,IBD,International Bank for Reconstruction and Development (IBRD)
BIH,BA,70,world_bank,region,ECS,Europe & Central Asia
BLM,BL,652,un_m49,global,1,World
BLM,BL,652,un_m49,intermediate_region,29,Caribbean
BLM,BL,652,un_m49,region,19,Americas
BLM,BL,652,un_m49,sub_region,419,Latin America and the Caribbean
BLM,BL,652,un_sdg,region,19,Americas
BLM,BL,652,un_sdg,region,29,Caribbean
BLM,BL,652,un_sdg,region,515,Developing regions
BLM,BL,652,un_sdg,region,419,Latin America and the Caribbean
BLM,BL,652,un_sdg,region,1,World (total) by MDG regions
BLM,BL,652,un_sdg,region,1,World (total) by SDG regions
BLM,BL,652,un_sdg,region,1,World (total) by continental regions
BLR,BY,112,oecd_dac,oda_eligibility,ODA,ODA-eligible recipient
BLR,BY,112,oecd_dac,oda_recipient_group,10019,UMICs
BLR,BY,112,oecd_dac,reporting_year,2024,OECD DAC reporting year 2024 flows
